,0,1,2,3,4
689,cbn will,not cbn,cbn,,
690,border security,,,,
691,fooled bjp,,,,
692,mangadh massacre,kshatriyas took,,,
693,modi stole,anil ambani,ambani such,ambani,
694,,,,,
695,whitaker cited,whitaker,wasn whitaker,,
696,another shutdown,,,,
697,thwart modi,modi attempts,modi,pm modi,gujarat after
698,,,,,
699,did nehru,nehru steal,nehru,bjp fake,
700,1984sikhriots sajjanconvicted,sikh riots,,,
701,incindia mafia,,,,
702,another governmentshutdown,governmentshutdown,,,
703,kashmir pandits,pandits modis,,,
704,,,,,
705,gandhi strike,of lucknow,priyanka gandhi,lucknow,mukt bharat
706,raga,raga is,am raga,,
707,,,,,
708,satanyahu testified,,,,
709,worst performing,,,,
710,assam,from assam,assam https,,
711,stealing modi,priyanka,,,
712,,,,,
713,islamist terror,maoist terror,modi govt,,
714,,,,,
715,telangana claiming,from telangana,telangana,priyanka gandhiâ,gandhiâ lucknow
716,backpay federal,contractors sign,federal contractors,,
717,zionist israel,finance zionist,zionist,zionist brutality,and zionist
718,cvc inquiry,cbi director,,,
719,on bjp,bjp,bjp on,,
720,cbn liarbabu,liars indian,is cbn,,
721,fake ¹à,fake fake,modi vikas,is fake,
722,,,,,
723,rafale mail,airbus mail,rafale,,
724,rafale scam,scam pakdagayamodi,rafale,on rafale,
725,supporting modi,,,,
726,umwa pensioner,pensions our,committee plc,,
727,namo will,namo,but namo,,
728,say narendramodi,destroys institutions,,,
729,twitter polls,,,,
730,sri lankan,,,,
731,rep rashida,junior member,,,
732,middlemanmodi works,to ambani,ambani,middlemanmodi,ambani on
733,bjp4india we,on bjp4india,bjp4india,insulting baba,
734,attacks bjp,mayawati attacks,lucknow airport,akhilesh yadav,bjp after
735,why ap,,,,
736,rapist bjp,govt molestergangbjp,,,
737,fortress congress,,,,
738,donating bjp,bjp4india narendramodi,nitin_gadkari bjp4india,bjp4india,bjp
739,rahulgandhi disgraceful,rahulgandhi,narendramodi would,,
740,ruining delhi,,,,
741,netanyahu to,allow netanyahu,,,
742,,,,,
743,,,,,
744,,,,,
745,chowkidarchorhai priyanka,priyanka gandhi,,,
746,cpi inflation,lower inflation,inflation eases,inflation,inflation is
747,refuses bharat,sharma refuses,refuses padma,,
748,rajeev gandhi,of gandhis,gandhi,gandhi so,gandhis
749,,,,,
750,is bjp,,,,
751,ihra definition,,,,
752,modiji truth,modi modiji,corrupt he,modiji,is corrupt
753,rafale tamasha,beating rafaledeal,rafaledeal to,,
754,tripura minister,ministers molestergangbjp,minister is,,
755,raped murdered,,,,
756,boarding times,,,,
757,mr desai,modi loses,,,
758,gandhi rafale,rafale email,,,
759,want bjp,bjp to,bjp,rafale gandhi,
760,ngos licenses,shady ngos,lobbysist ngo,ngos,ngo
761,lok sabha,citizenshipamendmentbill,scrap citizenshipamendmentbill,,
762,,,,,
763,next punishment,punishment writing,punishment,,
764,crore indians,,,,
765,dodgy rafale,rafale deal,,,
766,tolerated impeachtlaib,impeachtlaib,,,
767,nandini sundar,power nandini,nandini,,
768,badhua prajapati,pradeep dikshit,,,
769,patriarchy bjp,,,,
770,congressional oversight,vaccine safety,,,
771,,,,,
772,bjp is,,,,
773,indira,indira murdered,indira gandhi,after indira,govt schemes
774,rafale deal,rafale,,,
775,report cag,cag report,,,
776,bjp,am thief,bjp right,thief,stolen information
777,treason middlemanmodi,,,,
778,of bjp,,,,
779,,,,,
780,,,,,
781,,,,,
782,of jpc,until jpc,jpc is,jpc,rafale deal
783,,,,,
784,ambani ðÿ,anil ambani,ambani,ambani for,
785,,,,,
786,idiot rahulgandhi,rahulgandhi who,rahulgandhi,,
787,rahulâ factsâ,,,,
788,means bjp,bjp is,bjp,,
789,indian pm,pakistaniat anti,,,
790,seriously rahulfakenews,,,,
791,need congress,,,,
792,india inflation,cpi inflation,inflation target,inflation,above cpi
793,raped murdered,,,,
794,female ministerial,,,,
795,,,,,
796,govt bankers,banking,banking fraternity,whole banking,bankers
797,issues apology,racist remarks,apology,,
798,amend cinematograph,cinematograph act,cinematograph,,
799,,,,,
800,cinematograph act,amend cinematograph,film piracy,,
801,comedian hopeless,comedian,party president,congress party,rate comedian
802,opposed modi,hate hinduism,,,
803,,,,,
804,modi has,,,,
805,nikolay,nikolay is,another nikolay,said nikolay,nikolay don
806,andhra,of andhra,andhra common,aajtak bjp4india,48
807,sarakhadanchorhai chor,,,,
808,,,,,
809,,,,,
810,bjp4india,republic bjp4india,andhra people,andhra,bjp
811,riots you,communal riots,riots,,
812,twitterindia against,of twitterindia,twitterindia,,
813,bjp,bjp is,,,
814,avoiding jpc,,,,
815,,,,,
816,narendra modi,now treason,,,
817,israel evangelicals,abortion evangelicals,,,
818,povertyqueens clan,burkha dudd,,,
819,candidate modi,thatcher and,thatcher,,
820,shadow banned,,,,
821,planned parenthood,lobbyists on,of lobbyists,lobbyists,
822,,,,,
823,fake gandhi,,,,
824,greed mahatmaâ,earth provides,greed,mahatmaâ gandhi,manâ greed
825,pappu army,pappu to,pappu,hai naukri,again pappu
826,natural heritage,,,,
827,,,,,
828,protest cancellation,shah resigned,,,
829,copying tweets,,,,
830,progressive government,want progressive,,,
831,indiaâ military,,,,
832,hew haters,,,,
833,congress will,,,,
834,,,,,
835,,,,,
836,anil ambani,rafale deal,,,
837,sexual harassment,harassment claims,,,
838,modi ji,,,,
839,chowkidar doesn,why chowkidar,chowkidar is,wrong chowkidar,want jpc
840,exploited cow,ban cow,cow slaughter,promoted cow,
841,raghu sharma,sharma badly,,,
842,sharma won,raghu sharma,nasirabad bjp,lost nasirabad,
843,senate findings,congressâ mess,,,
844,dingellâ funeral,,,,
845,act modi,modi are,,,
846,,,,,
847,donâ act,,,,
848,,,,,
849,,,,,
850,,,,,
851,,,,,
852,ban congress,congress,ban,,
853,the citizenshipamendmentbill,,,,
854,,,,,
855,freerealitywinner congresspersons,congresspersons the,,,
856,,,,,
857,congress twitterindia,dear twitter,twitter why,twitterindia,twitterindia become
858,urban naxal,,,,
859,electrification congress,electrification promised,electrification,regarding electrification,full electrification
860,carmichael mine,coal mine,,,
861,modi haters,,,,
862,gmpf threatens,gmpf,against bjp,,
863,corruption lying,lie regularly,,,
864,the congress,,,,
865,rahul gandhi,gandhi doesn,rahul,gandhi,
866,ambani and,for ambani,modi is,ambani,
867,cag report,,,,
868,muslim political,ilhan omar,,,
869,telangana was,vadraâ rally,telangana,in telangana,rally was
870,tomorrowâ nationwide,nationwide strike,,,
871,,,,,
872,naidu son,,,,
873,,,,,
874,,,,,
875,visited thirubuvanam,thirubuvanam to,thirubuvanam,deceased ramalingam,ramalingam who
876,them betrayed,,,,
877,bullshit medicare,medicare for,medicare,,
878,attacking students,standwithamu,circle standwithamu,,
879,twittercensors airbus,shows twitter,twitter is,,
880,,,,,
881,pappu,which pappu,pappu presents,pappuaurpinkikiparty indian,rahulgandhi incindia
882,bjp flag,hey ctravi_bjp,your bjp,ctravi_bjp to,ctravi_bjp
883,coup was,the coup,coup,,
884,clinton emails,classified congress,,,
885,assembly elections,voting patterns,vote statistical,local election,
886,on opioids,opioids,,,
887,ilhan omar,,,,
888,,,,,
889,,,,,
890,,,,,
891,chor chowkidar,skeletons after,after skeletons,skeletons are,
892,alleged horse,,,,
893,bjp is,bjp,the bjp,bjp has,minorities bjp
894,,,,,
895,nitin gadkariâ,maharashtra bjp,,,
896,nsitharaman corrupt,rahulgandhi nsitharaman,,,
897,support congress,idiot will,congress party,,
898,cortez,cortez in,,,
899,of mamatabanerjee,mamatabanerjee,mamatabanerjee that,meraparivarbhajapaparivar bjp_à,
900,warned nigerians,sowore nigeriadecides2019,,,
901,congress poised,,,,
902,meraparivarbhajapaparivar congressmuktbharat,problem congress,congress 55yearsvs55months,congressmuktbharat,congressmuktbharat https
903,nation kejriwal,,,,
904,repealthetaxcut taxscamstories,congress repealthetaxcut,,,
905,rahulgandhi congress,,,,
906,chinese gandhis,,,,
907,,,,,
908,repulsivetv deserve,repulsivetv,,,
909,,,,,
910,,,,,
911,jai congress,met ncp,ncp chief,,
912,raided bjp,,,,
913,rafale eyewash,manufactured figure,eyewash manufactured,,
914,against aipac,aipac,,,
915,,,,,
916,retire jim,jim jordan,,,
917,odisha they,odisha,of odisha,bjp,the bjp
918,case rahulgandhipagalhai,,,,
919,back pay,,,,
920,bjp4india party,in bjp4india,bjp4india,,
921,anil ambani,ambani,kapil sibal,ambani in,leader kapil
922,embarrass rahul,anil ambani,kapil sibal,gandhi appears,ambani
923,delay congress,washington budget,spending bills,,
924,,,,,
925,aam_nationalist arvindkejriwal,aam_nationalist,,,
926,,,,,
927,medicaid dsh,medicaiddsh program,the medicaiddsh,medicaiddsh,prevent medicaid
928,congress whatsapp,trinmule congress,,,
929,cag nda,crore loss,,,
930,,,,,
931,,,,,
932,shadow banned,,,,
933,,,,,
934,mayawati is,mayawati,of mayawati,mayawati that,dalit woman
935,crore loss,cag modi,,,
936,msm was,,,,
937,,,,,
938,,,,,
939,purchasing ak,purchased ak,ak 103,,
940,morally bankrupt,congress is,congress,,
941,101st congress,,,,
942,killing bjp,bjp killing,yea bjp,bjp one,bjp
943,indiadevelopmentdebate rafalecagreport,indiadevelopmentdebate,rafaledeal,rafaledeal has,rafalecagreport
944,chordesai,chordesai needs,,,
945,jantarmantar delhi,cm arvindkejriwal,delhi is,delhi,
946,akhilesh yadav,yadavâ comments,singh yadavâ,yadavâ,yadav
947,,,,,
948,bofors investigation,the_hindu stopped,,,
949,cartels experts,,,,
950,modi rafalecagreport,,,,
951,fight election,,,,
952,ministers these,,,,
953,following gandhiâ,correspondence indiaâ,gandhiâ,gandhiâ death,deputy premier
954,on opioids,opioids,opioids chronic,,
955,democracy uniting,upa bjp_à,parties unite,shah modi,bjp_à
956,rg lies,rg undermines,,,
957,,,,,
958,,,,,
959,delhi,of delhi,delhi but,,
960,singh statement,,,,
961,aircrafts quickly,,,,
962,hindu,hindu rashtra,rahul chaukidarchorhai,hinduism hindu,hinduism
963,where bjp,,,,
964,destroy india,,,,
965,bjp leader,indira,more bjp,to indira,bjp
966,chowkidar not,,,,
967,anti semitism,,,,
968,,,,,
969,aircrafts quickly,,,,
970,workers rahulgandhi,,,,
971,,,,,
972,,,,,
973,stalling parliament,bjpâ,omit bjpâ,,
974,kick omar,omar,omar out,,
975,,,,,
976,women murdered,,,,
977,gandhi we,defeat bjp,,,
978,,,,,
979,india antinationalmodi,antinationalmodi,anti national,,
980,up mahagathbandhan,bsp combo,mahagathbandhan already,with bjp,
981,,,,,
982,,,,,
983,congressâ border,border negotiations,,,
984,,,,,
985,truly failure,,,,
986,uscis accountable,uscis,hold uscis,,
987,vote atishiaap,,,,
988,she apologize,,,,
989,bird fees,,,,
990,modi toadie,,,,
991,,,,,
992,rahulgandhi rafale,,,,
993,,,,,
994,khaas rishta,khaas,have khaas,rishta no,
995,hindu marriages,,,,
996,,,,,
997,gandhi addresses,rafale deal,,,
998,cag report,,,,
999,bjp4india indiatoday,bjp4india,in bjp,bjp,denounced modi
1000,rahulgandhi congress,congress spokespersons,rahulgandhi,,
1001,,,,,
1002,nafta deal,new nafta,nafta,,
1003,bjp supporter,bjp,congress supporter,neither bjp,
1004,gujarat was,gujarat,,,
1005,modi strategy,modi,,,
1006,,,,,
1007,gun safety,,,,
1008,international reputation,india international,international magic,,
1009,hai aap,modi aap,aap government,,
1010,shweta_shalini bjp4india,2019 elections,bjp4maharashtra nsitharaman,bjp4india amitshah,bjp4india
1011,ram was,,,,
1012,,,,,
1013,revolutionaries running,the revolutionaries,revolutionaries,,
1014,ridiculous kejriwal,kejriwal has,kejriwal,,
1015,praising modi,,,,
1016,yemen click,in yemen,yemen,,
1017,,,,,
1018,,,,,
1019,,,,,
1020,saveourdemocracy protest,,,,
1021,dharma modi,disturbing dharma,adharma group,knows adharma,
1022,fake gandhis,gandhis,gandhis shell,,
1023,our congress,,,,
1024,tells sonia,banerjee tells,mamata banerjee,sonia gandhi,sonia
1025,of ambani,ambani,,,
1026,,,,,
1027,bharat abhiyan,accuses modi,swacha bharat,,
1028,,,,,
1029,,,,,
1030,chowkidar,chowkidar had,if chowkidar,,
1031,slams bjp,bjp govt,bjp,,
1032,hearðÿ fmr,,,,
1033,antinationalmodi compromised,,,,
1034,about rafale,bjp,,,
1035,israel lobby,rashida tlaib,,,
1036,ncp arvindkejriwal,arvindkejriwal,arvindkejriwal has,majid memon,
1037,frightened pfi,pfi,vhp abvp,rss vhp,
1038,eyewitness account,,,,
1039,yemen resolution,yemen is,on yemen,yemen,in yemen
1040,muslim students,bjp workers,thrashed bjp,students opened,workers students
1041,rafalewala chowkidarchorhai,,,,
1042,israel wall,ticket israelis,,,
1043,bjp aliens,this bjp,of bjp,bjp,bjp govt
1044,,,,,
1045,,,,,
1046,bizarre congress,,,,
1047,ji tweet,twitter about,,,
1048,dreamers hurdonthehill,demand dreamerdealnow,dreamers,dreamers here,for dreamers
1049,bjp rahulgandhi,the bjp,bjp,,
1050,modi sarkar,india strategic,,,
1051,govt failed,bjp govt,,,
1052,about fraudsters,fraudsters,fraudsters who,,
1053,,,,,
1054,,,,,
1055,rahulgandhi antinationalmodi,them rahulgandhi,rahulgandhi,india youth,narendramodi has
1056,rahulgandhi rafalecagreport,rafaledeal is,upa rafaledeal,ambani,
1057,amu students,,,,
1058,bjp has,bjp,republic bjp,,
1059,rafale deal,rafale,,,
1060,eyewash rafalecagreport,,,,
1061,,,,,
1062,rahulgandhi claims,,,,
1063,white nationalism,condemning white,,,
1064,kapoorashok25,rajeshk42655806 indian_girishn,ram_burdak kapoorashok25,kapoorashok25 ritukulshresth,harinathghn sanjayeindoria
1065,,,,,
1066,selfless supporters,,,,
1067,,,,,
1068,their stamp,,,,
1069,hindu votes,jharkhand should,,,
1070,infanticide border,,,,
1071,kashmir card,pakistan has,pak,pak is,pakistan
1072,100 futures,oil futures,futures 200,nasdaq 100,futures
1073,,,,,
1074,rahulgandhipagalhai rahulrafalefakenews,rahulkabaapchorhai rahulkapurakhandhanchor,rahulgandhipagalhai,rahulkapurakhandhanchor we,rahulrafalefakenews rahulkajijachorhai
1075,expect bjp,bjp in,bjp to,mahathughbandhan looks,bjp
1076,chopper scam,agustawestland scam,,,
1077,rafale propaganda,rafale gandhi,on rafale,rafale,by rafale
1078,bjp listens,command bjp,bjp,congress listens,republic congress
1079,bjp handles,,,,
1080,dissolve delhi,cong kejriwal,delhi assembly,kejriwal considering,
1081,mahatma was,mahatma gandhiâ,the mahatma,mahatma,gandhiâ ideals
1082,bjp4india bjp4up,bjp4up incindia,bjp4india,bjp4up,10yearchallenge bjp4india
1083,blaming nda,left nda,nda to,nda,chandrababu naidu
1084,nsso report,,,,
1085,narendramodi ji,naam mulayam,mulayam naam,2019 narendramodijindabad,narendramodijindabad
1086,sedition bjp,sedition,get sedition,oppose bjp,bjp get
1087,,,,,
1088,was filibustered,,,,
1089,vikings rivalry,rivalry died,eagles vikings,rivalry,saints decided
1090,modi didnot,bigger scam,,,
1091,insulted indian,pappu insulting,insulted election,,
1092,,,,,
1093,zee tv,modi,,,
1094,by bjp,president rahul,rahul gandhi,bjp says,
1095,beirut83embassy bombings,,,,
1096,the pulwama,pulwama the,pulwama,attacked india,
1097,write letter,,,,
1098,cm modi,modi was,modi,was scumbag,
1099,faku modi,india modigoback,,,
1100,bangladesh modi,indira gandhi,indira,gandhi defeated,
1101,ask pakistanis,,,,
1102,18th terrorist,terrorist attack,,,
1103,pulwama modi,anti terror,,,
1104,crore reward,for bjp,promises crore,bjp leaders,bjp
1105,uri bjp,,,,
1106,pulwama attack,kashmir tweets,,,
1107,modi married,modi,,,
1108,blaming pakistan,kashmir,kashmir is,in kashmir,
1109,terrorist hafeez,pakistanis pulawama,meets terrorist,hafeez sayeed,
1110,mrs indira,indira gandhi,indira,,
1111,,,,,
1112,,,,,
1113,vasudevan_k congress,meets today,,,
1114,terrorist in,,,,
1115,,,,,
1116,radio today,radio,,,
1117,,,,,
1118,surgical strike,,,,
1119,pmoindia narendramodi,,,,
1120,fear gandhi,enemy is,is hate,enemy,the enemy
1121,misogynist aap,,,,
1122,parents pappu,,,,
1123,,,,,
1124,,,,,
1125,fear,,,,
1126,dalit castes,anti dalit,aap,aap has,
1127,,,,,
1128,,,,,
1129,,,,,
1130,gun confiscation,background checks,,,
1131,churchill wanted,churchill,gandhi,starve gandhi,that churchill
1132,,,,,
1133,surgical strike,,,,
1134,modi gov,bikaoo channels,gov failures,,
1135,india demands,modi,modi to,on modi,uri as
1136,indiaâ historyâ,the bjpâ,,,
1137,attack evm,evmâ is,why attack,evmâ,
1138,terrorist desh,,,,
1139,ensure pulwama,terror attacks,priyanka gandhi,,
1140,india cannot,,,,
1141,nehru,to nehru,nehru ambition,india suffers,
1142,,,,,
1143,dastardly terror,,,,
1144,david duke,steve king,,,
1145,pulwama terror,sacrifices shall,attack sacrifices,on pulwama,
1146,buyers bjp4india,support bjp,bjp4india amitshah,bjp4india,want govtcreatestressfund
1147,knowing bjp,bjp,bjp it,,
1148,bjp released,terrorist masood,bjp has,hm bjp,hence bjp
1149,crpf jawans,,,,
1150,,,,,
1151,jumla we,jumla ðÿ,jumla,,
1152,,,,,
1153,parkland shooting,mass shootings,,,
1154,bjp4india,bjp4india amitshah,,,
1155,,,,,
1156,the nra,nra says,nra,,
1157,visited pak,,,,
1158,was kashmiri,kashmiri there,kashmiri,terrorist was,terrorist
1159,seven sins,sins according,sins,to gandhi,gandhi wealth
1160,,,,,
1161,treason charges,,,,
1162,indiawantsrevenge narendramodi,,,,
1163,against bjp,bjp,,,
1164,indiawantsrevenge attack,crpf personnel,pulwama,,
1165,pulwama attack,modi ji,of pulwama,,
1166,punished indian,criminals should,indian should,,
1167,make modi,modi,,,
1168,,,,,
1169,gowda will,gowda,deve gowda,,
1170,ied blast,,,,
1171,pulwama crpf,congress cancels,,,
1172,jawans citizens,,,,
1173,abuses narendramodi,,,,
1174,ab_bjp,ab_bjp jaiveershergill,congressi are,bjp,bjp in
1175,,,,,
1176,salvation,salvation in,need salvation,of eden,
1177,politics shameful,,,,
1178,rafale deal,,,,
1179,modi ji,jai,jai hind,promise jai,
1180,glenn greenwald,,,,
1181,,,,,
1182,crpf jawans,,,,
1183,dhvani_bhinde heartbreaking,,,,
1184,,,,,
1185,gandhi tweeted,rahul gandhi,,,
1186,bjp attacking,was bjp,bjp,rssurjewala who,
1187,be fired,,,,
1188,karnataka towards,,,,
1189,arvind kejriwal,kejriwal didn,kejriwal,issued contempt,
1190,,,,,
1191,log kahenge,kahenge we,,,
1192,uttarakhand rally,addresses uttarakhand,pm modi,modi addresses,uttarakhand
1193,modi chimps,modi chimp,hindus modi,modi should,modi deserves
1194,karnataka complains,bjp karnataka,karnataka,of karnataka,karnataka against
1195,smt indira,indira gandhi,pulwamaterrorattack deeply,indira,pulwama
1196,outraged india,modi ban,will modi,,
1197,,,,,
1198,modi ministers,,,,
1199,uddhav thackeray,meet uddhav,bjp4india priyankagandhi,,
1200,vijay_rajan,resign modi,vijay_rajan mridum,vijaysubbu1 vijayahir360,mishrabrijesh13 vijay_rajan
1201,,,,,
1202,,,,,
1203,kashmirterrorattack rahulgandhi,rahulgandhi my,rahulgandhi,pulwamaattack kashmirterrorattack,rahul gandhi
1204,,,,,
1205,mr modi,sambit patra,spokesperson bjp,modi,modi is
1206,dog testing,,,,
1207,,,,,
1208,palestinian terrorists,terrorists killed,1972 palestinian,israeli mossad,11 israeli
1209,pulwama and,on pulwama,,,
1210,potential terrorists,,,,
1211,sardesairajdeep will,mp poonam_mahajan,sardesairajdeep,bjp mp,
1212,bjp should,should resign,sagarikaghose bjp,resign,
1213,gun violence,,,,
1214,pass unanimously,,,,
1215,,,,,
